,bookId,title,price,author,a_id
2552,8683812-the-paris-wife,The Paris Wife,180.12,Paula McLain (Goodreads Author),6003
2553,6539.The_Body_Farm,The Body Farm,338.96,Patricia Cornwell (Goodreads Author),5692
2554,3389671-jessica-s-guide-to-dating-on-the-dark-side,Jessica's Guide to Dating on the Dark Side,215.08,Beth Fantaskey (Goodreads Author),6102
2555,50140.Big_Sur,Big Sur,960.64,"Jack Kerouac, Aram Saroyan (Foreword), Tom Parker (Narrator), Grover Gardner (Translation)",8515
2556,15283043-the-distance-between-us,The Distance Between Us,613.32,Kasie West (Goodreads Author),7802
2557,41821.The_Gods_Themselves,The Gods Themselves,553.28,Isaac Asimov,8812
2558,39031.The_Cabinet_of_Curiosities,The Cabinet of Curiosities,250.04,"Douglas Preston (Goodreads Author), Lincoln Child",7451
2559,72854.Into_the_Wilderness,Into the Wilderness,470.44,Sara Donati (Goodreads Author),4652
2560,25230946-mercy,Mercy,529.42,Lucian Bane (Goodreads Author),8981
2561,65110.The_Penultimate_Peril,The Penultimate Peril,145.16,"Lemony Snicket (Goodreads Author), Brett Helquist (Illustrator)",8579
2562,23228.Boy_Meets_Boy,Boy Meets Boy,254.6,David Levithan (Goodreads Author),6440
2563,43070.The_Essential_Calvin_and_Hobbes,The Essential Calvin and Hobbes: A Calvin and Hobbes Treasury,292.6,Bill Watterson,3941
2564,7141642-the-thousand-autumns-of-jacob-de-zoet,The Thousand Autumns of Jacob de Zoet,399.76,David Mitchell,8945
2565,472626.Krabat,Krabat,256.88,Otfried Preußler,7780
2566,30178223-midnight-obsession,Midnight Obsession,639.16,Melinda Leigh (Goodreads Author),3233
2567,2880715-the-black-dagger-brotherhood,The Black Dagger Brotherhood: An Insider's Guide,281.2,J.R. Ward (Goodreads Author),6068
2568,821056.Hinds_Feet_on_High_Places,Hinds' Feet on High Places,224.96,Hannah Hurnard,8550
2569,51497.The_Strange_Case_of_Dr_Jekyll_and_Mr_Hyde_and_Other_Tales_of_Terror,The Strange Case of Dr. Jekyll and Mr. Hyde and Other Tales of Terror,136.04,"Robert Louis Stevenson, Robert Mighall (Editor)",3696
2570,27015454-why-they-stay,"Why They Stay: Sex Scandals, Deals, and Hidden Agendas of Nine Political Wives",279.68,Anne Michaud (Goodreads Author),4685
2571,8559047-magic-slays,Magic Slays,209.0,Ilona Andrews (Goodreads Author),5825
2572,6746018-the-distant-hours,The Distant Hours,399.76,Kate Morton (Goodreads Author),6324
2573,13888.Knife_of_Dreams,Knife of Dreams,601.92,Robert Jordan,8216
2574,5368.Forever_Amber,Forever Amber,359.48,Kathleen Winsor,8032
2575,158420.Alcoholics_Anonymous,Alcoholics Anonymous,481.08,Alcoholics Anonymous,4539
2576,17977.The_Ancestor_s_Tale,The Ancestor's Tale: A Pilgrimage to the Dawn of Evolution,487.92,Richard Dawkins (Goodreads Author),3827
2577,67.The_Known_World,The Known World,339.72,Edward P. Jones,5921
2578,30312891-lord-of-shadows,Lord of Shadows,569.24,Cassandra Clare (Goodreads Author),8310
2579,23014868-the-lord-god-made-them-all,The Lord God Made Them All,1132.4,James Herriot,8838
2580,10016013-harry-potter-and-the-methods-of-rationality,Harry Potter and the Methods of Rationality,529.42,Eliezer Yudkowsky (Goodreads Author),7242
2581,43841234-primed-for-revenge,Primed For Revenge,529.42,Carolyn M. Bowen (Goodreads Author),4359
2582,19000.The_Constant_Gardener,The Constant Gardener,345.8,John le Carré,8183
2583,20880952-a-house-without-windows,A House Without Windows,529.42,Stevie Turner (Goodreads Author),8077
2584,13837.Lioness_Rampant,Lioness Rampant,291.08,Tamora Pierce (Goodreads Author),4873
2585,922991.The_Island,The Island,253.08,Victoria Hislop,4319
2586,6202342-her-fearful-symmetry,Her Fearful Symmetry,209.76,Audrey Niffenegger (Goodreads Author),7681
2587,1840511.Snuff,Snuff,399.76,Chuck Palahniuk (Goodreads Author),8952
2588,35135343-the-largesse-of-the-sea-maiden,The Largesse of the Sea Maiden,657.4,Denis Johnson,6143
2589,40792913-altered-carbon,Altered Carbon,529.42,Richard K. Morgan,8155
2590,7170627-the-emperor-of-all-maladies,The Emperor of All Maladies: A Biography of Cancer,529.42,Siddhartha Mukherjee,6288
2591,6545608-the-perfect-storm,The Perfect Storm: A True Story of Men Against the Sea,399.76,Sebastian Junger (Goodreads Author),4290
2592,219205.Lord_Foul_s_Bane,Lord Foul's Bane,361.76,Stephen R. Donaldson,6270
2593,1722717.The_Declaration,The Declaration,217.36,Gemma Malley,3520
2594,56842.Fatherland,Fatherland,304.0,Robert Harris (Goodreads Author),3750
2595,40395.A_Princess_of_Mars,A Princess of Mars,544.16,"Edgar Rice Burroughs, John Seelye (Introduction)",7752
2596,28962906-stalking-jack-the-ripper,Stalking Jack the Ripper,345.8,"Kerri Maniscalco (Goodreads Author), James Patterson (Goodreads Author) (Foreword)",7502
2597,21965107-the-children-act,The Children Act,246.24,Ian McEwan,3379
2598,84133.Devil_May_Cry,Devil May Cry,253.08,Sherrilyn Kenyon (Goodreads Author),7008
2599,7600922-ghost-town,Ghost Town,342.0,Rachel Caine (Goodreads Author),7512
2600,25104465-tipping-the-velvet,Tipping the Velvet,529.42,Sarah Waters,5798
2601,153795.Squire,Squire,529.42,Tamora Pierce (Goodreads Author),4873
2602,6585201-changes,Changes,361.76,Jim Butcher (Goodreads Author),3489
2603,43230472-syrian-brides,Syrian Brides,590.52,Anna Halabi (Goodreads Author),6656
2604,5548850-the-day-jesus-rode-into-croydon,The Day Jesus Rode Into Croydon,1334.56,Kirk St Moritz (Goodreads Author),6753
2605,780581.Bel_Ami,Bel-Ami,217.36,"Guy de Maupassant, Douglas Parmée (translator), Alev Özgüner",8884
2606,59980.Batman,Batman: Year One,606.48,"Frank Miller (Writer), David Mazzucchelli (Illustrator), Richmond Lewis (Colorist), Todd Klein (Letterer), Dennis O'Neil (Introduction)",7632
2607,34492.Wintersmith,Wintersmith,566.96,Terry Pratchett,3220
2608,3491072-200,حول العالم في 200 يوم,529.42,أنيس منصور,5557
2609,4488657,رباعيات صلاح جاهين,529.42,"صلاح جاهين, يحيى حقي (تقديم)",8915
2610,12020927-blood-in-the-skies,Blood in the Skies,1041.2,G.D. Falksen (Goodreads Author),3877
2611,16081961,الأسود يليق بك,529.42,"أحلام مستغانمي, Ahlam Mosteghanemi (Goodreads Author)",8407
2612,100365.The_Mote_in_God_s_Eye,The Mote in God's Eye,431.68,"Larry Niven, Jerry Pournelle",7286
2613,3238153-north-of-beautiful,North of Beautiful,288.8,Justina Chen (Goodreads Author),8187
2614,77727.Calvin_and_Hobbes,Calvin and Hobbes,119.32,"Bill Watterson, G.B. Trudeau (Foreword)",6317
2615,16234584-the-drowned-world,The Drowned World,984.96,"J.G. Ballard, Martin Amis (Introduction)",5618
2616,18404957-the-rise-of-mallory,The Rise of Mallory,529.42,Roy Huff (Goodreads Author),7468
2617,26119570-mack,Mack,529.42,Mimi Jean Pamfiloff (Goodreads Author),5132
2618,16457950-the-chronicle-of-sapta-sindhu,The Chronicle of Sapta Sindhu,529.42,Aporva Kala (Goodreads Author),6392
2619,13830.The_Woman_Who_Rides_Like_a_Man,The Woman Who Rides Like a Man,275.88,Tamora Pierce (Goodreads Author),4873
2620,298663.The_Killer_Inside_Me,The Killer Inside Me,190.76,Jim Thompson,5270
2621,12527.Pilgrim_at_Tinker_Creek,Pilgrim at Tinker Creek,741.76,Annie Dillard,7229
2622,16031620,الفيل الأزرق,2599.2,أحمد مراد (Goodreads Author),3939
2623,138398.The_Walking_Dead_Vol_1,"The Walking Dead, Vol. 1: Days Gone Bye",136.04,"Robert Kirkman, Tony Moore (Illustrator), Andreas Mergenthaler, Frank Darabont (Teleplay), Charles Adlard, Sina Grace (Goodreads Author) (Editor), Hardy Hellstern (Editor), Charlie Adlard (Illustrator), more…",4161
2624,1833852.A_Fraction_of_the_Whole,A Fraction of the Whole,432.44,Steve Toltz,8473
2625,27272698-lodestar,Lodestar,529.42,Shannon Messenger (Goodreads Author),4270
2626,49006.The_Darkest_Hour,The Darkest Hour,253.08,Erin Hunter,4945
2627,34051011-pachinko,Pachinko,529.42,Min Jin Lee,8478
2628,160251.Ordinary_People,Ordinary People,529.42,Judith Guest,4581
2629,9646.Homage_to_Catalonia,Homage to Catalonia,337.44,"George Orwell, Lionel Trilling (Introduction)",3493
2630,30123368-my-blood-approves,My Blood Approves,1048.04,Amanda Hocking (Goodreads Author),3928
2631,32487617-beneath-a-scarlet-sky,Beneath a Scarlet Sky,256.12,Mark T. Sullivan (Goodreads Author),8178
2632,208631.Ocean_Sea,Ocean Sea,460.56,"Alessandro Baricco, Alastair McEwen (Translator)",3164
2633,38495676-notice-me,Notice Me,988.76,Emem Uko (Goodreads Author),7571
2634,15888.An_Instance_of_the_Fingerpost,An Instance of the Fingerpost,120.84,Iain Pears,8850
2635,1677.Sobre_h_roes_y_tumbas,Sobre héroes y tumbas,529.42,Ernesto Sabato,8920
2636,9914.The_Informers,The Informers,110.2,Bret Easton Ellis,5705
2637,36430011-you,You,446.12,Caroline Kepnes (Goodreads Author),8172
2638,50274.The_Room,The Room,553.28,Hubert SelJr.,6602
2639,54984.La_catedral_del_mar,La catedral del mar,342.0,Ildefonso Falcones,4152
2640,156534.Y,"Y: The Last Man, Vol. 1: Unmanned",221.92,"Brian K. Vaughan (Goodreads Author), Pia Guerra (Illustrator), Goran Sudžuka (Illustrator), José Marzán Jr. (Illustrator)",6468
2641,73086.Kiss_an_Angel,Kiss an Angel,285.76,Susan Elizabeth Phillips (Goodreads Author),7960
2642,1108124._,பொன்னியின் செல்வன்,529.42,Kalki,6023
2643,10345937-shades-of-earth,Shades of Earth,357.2,Beth Revis (Goodreads Author),6581
2644,23846013-the-rose-society,The Rose Society,335.92,Marie Lu (Goodreads Author),8547
2645,13580951-united-we-spy,United We Spy,221.92,Ally Carter (Goodreads Author),5724
2646,7060582-twice-bitten,Twice Bitten,275.88,Chloe Neill (Goodreads Author),7564
2647,1337448.Wir_Kinder_vom_Bahnhof_Zoo,Wir Kinder vom Bahnhof Zoo,380.0,"Christiane F., Kai Hermann, Horst Rieck",5030
2648,16006.Paradise,Paradise,431.68,Judith McNaught,5361
2649,2213324.Airhead,Airhead,216.6,Meg Cabot (Goodreads Author),5455
2650,10950924-the-dovekeepers,The Dovekeepers,399.76,Alice Hoffman (Goodreads Author),7606
2651,67035.Relic,Relic,270.56,"Douglas Preston (Goodreads Author), Lincoln Child",7451
2652,194746.No_Longer_Human,No Longer Human,918.84,"Osamu Dazai, Donald Keene (Translator; Introduction)",8074
2653,28149981-revolution,Revolution,235.6,Jennifer Donnelly (Goodreads Author),6421
2654,480570.The_First_Man_in_Rome,The First Man in Rome,338.96,Colleen McCullough,7378
2655,40948565-the-secret-of-the-nagas,The Secret of the Nagas,529.42,Amish Tripathi (Goodreads Author),3998
2656,35297265-unwifeable,Unwifeable: A Memoir,240.92,Mandy Stadtmiller (Goodreads Author),8654
2657,1316617.Succubus_on_Top,Succubus on Top,418.76,Richelle Mead (Goodreads Author),4419
2658,91476.Grave_Peril,Grave Peril,699.96,Jim Butcher (Goodreads Author),3489
2659,1809465.Rodrick_Rules,Rodrick Rules,79.8,Jeff Kinney (Goodreads Author),8370
2660,342049.Growth_of_the_Soil,Growth of the Soil,1090.6,Knut Hamsun,3906
2661,36349731-adjustment-day,Adjustment Day,1133.16,Chuck Palahniuk (Goodreads Author),8952
2662,16109563-undeniable,Undeniable,529.42,Madeline Sheehan (Goodreads Author),6475
2663,25883848-the-hating-game,The Hating Game,529.42,Sally Thorne (Goodreads Author),8360
2664,3684856-fool,Fool,456.0,Christopher Moore (Goodreads Author),7368
2665,93269.Earth_Abides,Earth Abides,532.76,George R. Stewart,6439
2666,18079776-the-invention-of-wings,The Invention of Wings,365.56,Sue Monk Kidd (Goodreads Author),4155
2667,12274389-the-dark-tower-series-collection,"The Dark Tower Series Collection: The Gunslinger, The Drawing of the Three, The Waste Lands, Wizard and Glass, Wolves of the Calla, Song of Susannah, The Dark Tower",529.42,Stephen King (Goodreads Author),4710
2668,108077.The_Watsons_Go_to_Birmingham_1963,The Watsons Go to Birmingham - 1963,80.56,Christopher Paul Curtis,4054
2669,6665847-daemon,Daemon,307.8,Daniel Suarez (Goodreads Author),4258
2670,822.The_Confusion,The Confusion,345.8,Neal Stephenson (Goodreads Author),6881
2671,3475268-white-witch-black-curse,"White Witch, Black Curse",252.32,Kim Harrison (Goodreads Author),3909
2672,40425.Tarzan_of_the_Apes,Tarzan of the Apes,1749.52,Edgar Rice Burroughs,7374
2673,13595639-the-name-of-the-star,The Name of the Star,520.6,Maureen Johnson (Goodreads Author),3160
2674,2050.Farewell_My_Lovely,"Farewell, My Lovely",249.28,Raymond Chandler,5736
2675,226709.Petals_on_the_Wind,Petals on the Wind,402.8,V.C. Andrews,4497
2676,30259.For_a_Few_Demons_More,For a Few Demons More,240.92,Kim Harrison (Goodreads Author),3909
2677,29981.The_Island_of_Doctor_Moreau,The Island of Doctor Moreau,439.28,H.G. Wells,6189
2678,14758.In_Her_Shoes,In Her Shoes,303.24,Jennifer Weiner (Goodreads Author),6951
2679,297249.The_Boxcar_Children,The Boxcar Children,240.16,"Gertrude Chandler Warner, L. Kate Deal (Illustrator)",3124
2680,116296.Making_Money,Making Money,217.36,Terry Pratchett,3220
2681,1279686.Genghis,Genghis: Birth of an Empire,124.64,Conn Iggulden,7036
2682,625094.The_Leopard,The Leopard,626.24,"Giuseppe Tomasi di Lampedusa, Archibald Colquhoun (Translator)",5903
2683,155712.Mrs_Mike,Mrs. Mike,399.76,"Benedict Freedman, Nancy Freedman",8006
2684,45101.The_Mad_Ship,The Mad Ship,236.36,Robin Hobb (Goodreads Author),6941
2685,25346.Out_of_the_Dust,Out of the Dust,312.36,Karen Hesse,4367
2686,15197.Maus_II,Maus II: A Survivor's Tale: And Here My Troubles Began,399.76,Art Spiegelman,4043
2687,6043781-blood-of-elves,Blood of Elves,690.08,"Andrzej Sapkowski, Danusia Stok (Translator)",8400
2688,13402447-unenchanted,UnEnchanted,529.42,Chanda Hahn (Goodreads Author),4138
2689,12969140-persona-normal,Persona normal,529.42,Benito Taibo,6709
2690,9742.The_Audacity_of_Hope,The Audacity of Hope: Thoughts on Reclaiming the American Dream,354.16,Barack Obama,6353
2691,13662.The_Tombs_of_Atuan,The Tombs of Atuan,87.4,"Ursula K. Le Guin, Margot Paronis (Translator)",3804
2692,33569.That_Was_Then_This_Is_Now,"That Was Then, This Is Now",641.44,S.E. Hinton (Goodreads Author),3988
2693,10567.Cell,Cell,296.4,Stephen King (Goodreads Author),4710
2694,12425532-of-poseidon,Of Poseidon,252.32,Anna Banks (Goodreads Author),8255
2695,17225311-tampa,Tampa,529.42,Alissa Nutting (Goodreads Author),6664
2696,54331802-dueling-fates,Dueling Fates,529.42,Stephanie M. Allen (Goodreads Author),8413
2697,3581.Sherlock_Holmes,"Sherlock Holmes: The Complete Novels and Stories, Volume I",272.08,Arthur Conan Doyle,6680
2698,17237214-two-boys-kissing,Two Boys Kissing,725.8,David Levithan (Goodreads Author),6440
2699,95602.Mark_of_the_Lion_Trilogy,Mark of the Lion Trilogy,1919.0,Francine Rivers (Goodreads Author),4417
2700,116257.The_System_of_the_World,The System of the World,300.2,Neal Stephenson (Goodreads Author),6881
2701,104378.Keeping_the_Moon,Keeping the Moon,136.04,Sarah Dessen (Goodreads Author),4135
2702,13581990-the-eternity-cure,The Eternity Cure,402.8,Julie Kagawa (Goodreads Author),5640
2703,8492856-what-happened-to-goodbye,What Happened to Goodbye,302.48,Sarah Dessen (Goodreads Author),4135
2704,11227040-sweet-dreams,Sweet Dreams,529.42,Kristen Ashley (Goodreads Author),3393
2705,6872.The_Comfort_of_Strangers,The Comfort of Strangers,425.6,Ian McEwan,3379
2706,20706320-a-grimm-warning,A Grimm Warning,281.2,"Chris Colfer, Brandon Dorman (Illustrator)",6900
2707,248483.Austenland,Austenland,399.76,Shannon Hale (Goodreads Author),8865
2708,2836109-erak-s-ransom,Erak's Ransom,656.64,John Flanagan,5261
2709,34868170-a-merciful-secret,A Merciful Secret,529.42,Kendra Elliot (Goodreads Author),8477
2710,55014950-slow-brewing-tea,Slow Brewing Tea,529.42,Randy Loubier (Goodreads Author),5688
2711,8069828-the-crimson-crown,The Crimson Crown,370.88,Cinda Williams Chima (Goodreads Author),5314
2712,1237300.The_Shock_Doctrine,The Shock Doctrine: The Rise of Disaster Capitalism,265.24,Naomi Klein,8902
2713,43892.Blood_of_the_Fold,Blood of the Fold,300.2,Terry Goodkind,8659
2714,28695.City_of_Golden_Shadow,City of Golden Shadow,209.76,Tad Williams (Goodreads Author),3062
2715,172732.The_Motorcycle_Diaries,The Motorcycle Diaries: Notes on a Latin American Journey,336.68,"Ernesto Che Guevara, Aleida Guevara March (Translator)",8188
2716,18428067-a-constellation-of-vital-phenomena,A Constellation of Vital Phenomena,235.6,Anthony Marra (Goodreads Author),7591
2717,112.Children_of_Dune,Children of Dune,380.76,Frank Herbert,6944
2718,4912._Tis,'Tis,209.76,Frank McCourt,7847
2719,12609433-the-power-of-habit,The Power of Habit: Why We Do What We Do in Life and Business,597.36,Charles Duhigg (Goodreads Author),4251
2720,6389257-the-death-of-bunny-munro,The Death of Bunny Munro,236.36,Nick Cave,7269
2721,6604209-mistborn-trilogy-boxed-set,Mistborn Trilogy Boxed Set,1808.8,Brandon Sanderson (Goodreads Author),8498
2722,19668.Without_Remorse,Without Remorse,296.4,Tom Clancy,7307
2723,23305614-finding-audrey,Finding Audrey,264.48,Sophie Kinsella (Goodreads Author),5532
2724,12007.Use_of_Weapons,Use of Weapons,294.12,Iain M. Banks,6210
2725,199785.Reunion,Reunion,240.16,"Jenny Carroll, Meg Cabot (Goodreads Author)",4421
2726,65118.The_Hostile_Hospital,The Hostile Hospital,202.16,"Lemony Snicket (Goodreads Author), Brett Helquist (Illustrator)",8579
2727,13450339-poison-princess,Poison Princess,385.32,Kresley Cole (Goodreads Author),7859
2728,17337562-forever-too-far,Forever Too Far,529.42,Abbi Glines (Goodreads Author),7727
2729,6693332-the-necromancer,The Necromancer,1111.88,Michael Scott (Goodreads Author),6813
2730,11206.In_the_Time_of_the_Butterflies,In the Time of the Butterflies,212.8,Julia Alvarez (Goodreads Author),4162
2731,16142105-save-yourself,Save Yourself,252.32,Kelly Braffet (Goodreads Author),6997
2732,13821.Lord_of_Light,Lord of Light,315.4,Roger Zelazny,5039
2733,49642158-mystical-trash,Mystical Trash,529.42,Mary Ramsey (Goodreads Author),3080
2734,194373.The_Memoirs_of_Sherlock_Holmes,The Memoirs of Sherlock Holmes,110.2,"Arthur Conan Doyle, Christopher Roden (Editor), Owen Dudley Edwards (Series Editor)",4470
2735,77394.Anne_s_House_of_Dreams,Anne's House of Dreams,178.6,L.M. Montgomery,5188
2736,19161914-the-grifters,The Grifters,962.92,Jim Thompson,5270
2737,258392.Gormenghast,Gormenghast,336.68,Mervyn Peake,8066
2738,24766.The_Secret_Hour,The Secret Hour,217.36,Scott Westerfeld (Goodreads Author),4910
2739,470495.All_Over_But_the_Shoutin_,All Over But the Shoutin',268.28,Rick Bragg,4070
2740,28859.The_Gospel_According_to_Jesus_Christ,The Gospel According to Jesus Christ,389.88,"José Saramago, Giovanni Pontiero (Translator)",8315
2741,28257707-the-subtle-art-of-not-giving-a-f-ck,The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,529.42,Mark Manson (Goodreads Author),8474
2742,213647.The_Warrior_Heir,The Warrior Heir,240.92,Cinda Williams Chima (Goodreads Author),5314
2743,25420031-vain,Vain,529.42,Fisher Amelie (Goodreads Author),6716
2744,16034964-losing-it,Losing It,529.42,Cora Carmack (Goodreads Author),5372
2745,7933617-destined,Destined,236.36,"P.C. Cast (Goodreads Author) (co-author), Kristin Cast (Goodreads Author) (co-author)",5338
2746,64217.Pyramids,Pyramids,456.0,Terry Pratchett,3220
2747,596304.Lectures_on_Faith,Lectures on Faith,465.88,"Joseph Smith Jr., Sidney Rigdon",7731
2748,9439989-touch-of-frost,Touch of Frost,263.72,Jennifer Estep (Goodreads Author),6796
2749,6387565-witch-wizard,Witch & Wizard,529.42,"James Patterson (Goodreads Author), Gabrielle Charbonnet, Emily Raymond",3007
2750,34324605-confess,Confess,306.28,Colleen Hoover (Goodreads Author),6145
2751,8434205-ordeal,Ordeal,529.42,Tatyana K. Varenko (Goodreads Author),6493
2752,324277.The_Carnivorous_Carnival,The Carnivorous Carnival,288.8,"Lemony Snicket (Goodreads Author), Brett Helquist (Illustrator)",8579
2753,17303.Piercing_the_Darkness,Piercing the Darkness,924.16,Frank E. Peretti,8121
2754,47990.Jingo,Jingo,298.68,Terry Pratchett,3220
2755,47959.Queen_of_the_Darkness,Queen of the Darkness,64.6,Anne Bishop,7617
2756,5031805-esv-study-bible,ESV Study Bible,2476.08,"Anonymous, Lane T. Dennis (Editor), Wayne Grudem (Editor)",3575
2757,24817626-go-set-a-watchman,Go Set a Watchman,329.84,Harper Lee,5624
2758,40111371-the-nanny-song,The Nanny Song,529.42,Misty Mount (Goodreads Author),8320
2759,261243.History_of_the_Peloponnesian_War,History of the Peloponnesian War,207.48,"Thucydides, Rex Warner (Translator), Moses I. Finley (Introduction/Notes)",8227
2760,29623917-i-dream-of-yellow-kites,I Dream of Yellow Kites,529.42,Retta Bono (Goodreads Author) (Editor),5722
2761,12331767-high-rise,High-Rise,661.2,J.G. Ballard,6508
2762,2402971.The_Magician,The Magician,440.04,Michael Scott (Goodreads Author),6813
2763,14975.Labyrinth,Labyrinth,227.24,Kate Mosse,7389
2764,190507.Phantom,Phantom,796.48,Susan Kay,4524
2765,163716.The_Complete_Fairy_Tales,The Complete Fairy Tales,537.32,Oscar Wilde,4823
2766,16160314-trust,Trust: A New Beginning,529.42,Cristiane Serruya,7637
2767,77270.The_Jungle_Book,The Jungle Book,240.16,Rudyard Kipling,7308
2768,12554628-donde-los-rboles-cantan,Donde los árboles cantan,760.0,Laura Gallego García,3970
2769,29363501-fantastic-beasts-and-where-to-find-them,Fantastic Beasts and Where to Find Them: The Original Screenplay,252.32,J.K. Rowling,7039
2770,13526165-where-d-you-go-bernadette,"Where'd You Go, Bernadette",250.8,Maria Semple,8602
2771,5292853-hunting-ground,Hunting Ground,402.04,Patricia Briggs,6436
2772,10605.Thinner,Thinner,596.6,"Richard Bachman (Pseudonym), Stephen King (Goodreads Author)",7159
2773,5201089-the-kings-of-clonmel,The Kings of Clonmel,665.76,John Flanagan,5261
2774,227603.Prozac_Nation,Prozac Nation,399.76,Elizabeth Wurtzel,6647
2775,30273.The_Lunatic_Cafe,The Lunatic Cafe,4420.92,Laurell K. Hamilton (Goodreads Author),6891
2776,77866.Any_Human_Heart,Any Human Heart,247.76,William Boyd,7580
2777,164719.Lord_Loss,Lord Loss,249.28,Darren Shan (Goodreads Author),5669
2778,13561164-dare-you-to,Dare You To,294.12,Katie McGarry (Goodreads Author),5021
2779,402013.Angus_Thongs_and_Full_Frontal_Snogging,"Angus, Thongs and Full-Frontal Snogging",205.96,Louise Rennison,3822
2780,11366397-the-program,The Program,232.56,Suzanne Young (Goodreads Author),8519
2781,18769.I_Claudius_Claudius_the_God,"I, Claudius/Claudius the God",823.84,Robert Graves,6621
2782,14142.The_Art_of_Loving,The Art of Loving,414.2,"Erich Fromm, Peter D. Kramer (Introduction), Lê Phương Anh (Translator), Rainer Funk (Afterword)",5548
2783,51113.The_Samurai_s_Garden,The Samurai's Garden,266.0,Gail Tsukiyama,7666
2784,91474.Proven_Guilty,Proven Guilty,724.28,Jim Butcher (Goodreads Author),3489
2785,120461.Oscar_et_la_dame_rose,Oscar et la dame rose,247.76,Éric-Emmanuel Schmitt,8557
2786,16007855-sweet-reckoning,Sweet Reckoning,66.12,Wendy Higgins (Goodreads Author),5954
2787,29725954-the-well-house-ii,The Well House II: The Revenge,1266.92,M.S. Matassa (Goodreads Author),4034
2788,17448960-falling-into-you,Falling into You,529.42,Jasinda Wilder (Goodreads Author),8802
2789,22535506-dark-rooms,Dark Rooms,252.32,Lili Anolik (Goodreads Author),6368
2790,7214.Blue_Like_Jazz,Blue Like Jazz: Nonreligious Thoughts on Christian Spirituality,136.04,Donald Miller,3985
2791,12967.Winter_s_Tale,Winter's Tale,608.0,Mark Helprin,5014
2792,42641.Resurrection,Resurrection,1668.2,"Leo Tolstoy, Louise Maude (Translator), Aylmer Maude (Translator)",7917
2793,35066358-the-first-fifteen-lives-of-harry-august,The First Fifteen Lives of Harry August,529.42,Claire North,3533
2794,45021686-the-devil-s-deceptions,The Devil's Deceptions: Is There Life After Death?,529.42,Ginger Baum,5120
2795,17977415-ethereal-fury,Ethereal Fury,440.04,Jessica O'Gorek (Goodreads Author),7262
2796,15789823-struck-by-lightning,Struck By Lightning: The Carson Phillips Journal,265.24,Chris Colfer,8767
2797,63697.The_Man_Who_Mistook_His_Wife_for_a_Hat_and_Other_Clinical_Tales,The Man Who Mistook His Wife for a Hat and Other Clinical Tales,382.28,Oliver Sacks,7176
2798,68682.And_the_Ass_Saw_the_Angel,And the Ass Saw the Angel,388.36,Nick Cave,7269
2799,148465.Forever,Forever,302.48,Pete Hamill,6358
2800,5936.The_Poetry_of_Pablo_Neruda,The Poetry of Pablo Neruda,1098.96,"Pablo Neruda, Ilan Stavans (Editor)",5208
2801,7766027-i-hunt-killers,I Hunt Killers,432.44,Barry Lyga (Goodreads Author),4014
2802,8428069-the-lying-game,The Lying Game,287.28,Sara Shepard (Goodreads Author),4525
2803,14028.Snow_Country,Snow Country,973.56,"Yasunari Kawabata, Edward G. Seidensticker (Translator)",5275
2804,41957126-verity,Verity,529.42,Colleen Hoover (Goodreads Author),6145
2805,458034.Caressed_by_Ice,Caressed by Ice,258.4,Nalini Singh (Goodreads Author),5026
2806,13891.Winter_s_Heart,Winter's Heart,383.8,Robert Jordan,8216
2807,400412.The_Waste_Land_and_Other_Poems,The Waste Land and Other Poems,124.64,T.S. Eliot,3486
2808,15839984-cruel-beauty,Cruel Beauty,296.4,Rosamund Hodge (Goodreads Author),7181
2809,106069.Batman,Batman: The Long Halloween,1231.96,"Jeph Loeb, Tim Sale (Illustrator), Gregory Wright (Colorist), Richard Starkings (Letterer)",8924
2810,50144.Kitchen,Kitchen,950.0,"Banana Yoshimoto, Megan Backus (Translator)",3734
2811,12401556-the-age-of-miracles,The Age of Miracles,316.92,Karen Thompson Walker (Goodreads Author),7707
2812,6693.Fantastic_Mr_Fox,Fantastic Mr. Fox,133.0,"Roald Dahl, Quentin Blake (Illustrator)",4621
2813,3392668-audition,Audition,335.92,"Ryū Murakami, Ralph McCarthy (Translator)",4857
2814,3755250-the-kindly-ones,The Kindly Ones,384.56,"Jonathan Littell, Charlotte Mandell (Translator)",6607
2815,174834.The_Cost_of_Discipleship,The Cost of Discipleship,822.32,Dietrich Bonhoeffer,8180
2816,15861491-the-fall-of-five,The Fall of Five,301.72,Pittacus Lore,4471
2817,17348308-my-favorite-mistake,My Favorite Mistake,189.24,Chelsea M. Cameron (Goodreads Author),8052
2818,12187.Ada_or_Ardor,"Ada, or Ardor: A Family Chronicle",604.2,Vladimir Nabokov,4408
2819,24856817-off-the-grid,Off the Grid: The Catalyst,431.68,Brian Courtney (Goodreads Author),5281
2820,14570.Eight_Cousins,Eight Cousins,498.56,Louisa May Alcott,7394
2821,40158.The_Queen_of_Attolia,The Queen of Attolia,788.88,Megan Whalen Turner (Goodreads Author),6310
2822,40219600-lost-in-the-crowd,Lost in the Crowd,529.42,M.J. Santley (Goodreads Author),6142
2823,11013.Finnegans_Wake,Finnegans Wake,719.72,James Joyce,8234
2824,8379374-backstage-pass,Backstage Pass,361.76,Olivia Cunning (Goodreads Author),3626
